Date,Voucher,Party,Product,Qty,Rate
2017-06-09,2282,KALIYAPPAN-VGIRI,CYCLE-BLU-10*12,50,7.0
2017-06-09,2282,KALIYAPPAN-VGIRI,10*12 RK,20,8.5
2017-06-09,2282,KALIYAPPAN-VGIRI,TIRUMALA-50(16*20),10,26.0
2017-06-09,2282,KALIYAPPAN-VGIRI,TIRUMALA-50(17*23),10,35.0
2017-06-09,2283,CNR,14 GREEN,2000,1.6
2017-06-09,2283,CNR,100LEAF -SP,6,580.0
2017-06-09,2283,CNR,VISHNU 300ML,200,28.5
2017-06-09,2284,K.SRIHARI,GOLD LEAF SITTING,8,680.0
2017-06-09,2285,YUVARAJ PLASTICS-AN,VISHNU 300ML,300,28.0
2017-06-09,2285,YUVARAJ PLASTICS-AN,CYCLE 13*16 BK KG,25,82.0
2017-06-09,2285,YUVARAJ PLASTICS-AN,SPOON-SMALL-NAT,40,10.0
2017-06-09,2286,HAMPI FOODS,SILVER FOIL ROLL,50,180.0
2017-06-09,2286,HAMPI FOODS,FACE MASK,20,180.0
2017-06-09,2286,HAMPI FOODS,CHEF CAP,20,90.0
2017-06-09,2286,HAMPI FOODS,HAND GLOVES 100PCS-,20,50.0
2017-06-09,2286,HAMPI FOODS,WATER GLASS,100,35.0
2017-06-09,2286,HAMPI FOODS,SCRUBBER,80,70.0
2017-06-09,2286,HAMPI FOODS,TISSUE ROLLS,30,25.0
2017-06-09,2286,HAMPI FOODS,STRECH FILM,50,100.0
2017-06-09,2286,HAMPI FOODS,VAT AMOUNT,1,1512.0
2017-06-09,2287,SB.ENTERPRISES,14 GREEN,2000,1.65
2017-06-09,2287,SB.ENTERPRISES,12GREEN BUFFET,1000,1.4
2017-06-09,2288,KVK,14*20 SP-DCUT,25,130.0
2017-06-09,2289,KHAN AND KHAN PLAST,APPLE WINE,110,23.5
2017-06-09,2289,KHAN AND KHAN PLAST,CLASSIC 300ML,500,25.0
2017-06-09,2289,KHAN AND KHAN PLAST,APPLE WATER,500,22.0
2017-06-09,2289,KHAN AND KHAN PLAST,VISHNU CHOTA WINE,200,25.0
2017-06-09,2289,KHAN AND KHAN PLAST,VISHNU ICE,100,17.5
2017-06-09,2289,KHAN AND KHAN PLAST,FOM-SPIRAL(143*50),1,2431.0
2017-06-09,2289,KHAN AND KHAN PLAST,FOM-HEX(121*70),1,2300.0
2017-06-09,2290,RNR,TIRUMALA-50(16*20),120,26.0
2017-06-09,2290,RNR,13*16 WHITE RK,500,16.0
2017-06-09,2290,RNR,CYCLE-BK-13*16,250,13.0
2017-06-09,2290,RNR,CYCLE-BK-13*16,10,13.0
2017-06-09,2290,RNR,CYCLE-BK-10*12,700,7.0
2017-06-09,2290,RNR,CYCLE-BK-10*12,100,7.0
2017-06-09,2344,TP13,10*10 MORE,25,135.0
2017-06-09,2344,TP13,"PINK PLATES-7""",120,7.0
2017-06-09,2344,TP13,4*5 MEET,278,14.0
2017-06-09,2344,TP13,LARGE FANCY IC,30,18.0
2017-06-09,2344,TP13,SILVER POUCH 6*8,120,39.0
2017-06-09,2344,TP13,VISHNU 250ML,150,29.5
2017-06-09,2344,TP13,24*30 COVER,10,75.0
2017-06-09,2344,TP13,DONA-VAI-9100,1,1730.0
2017-06-09,2344,TP13,SILVER POUCH 8*10,80,70.0
2017-06-09,2344,TP13,SILVER POUCH 9*12,50,90.0
2017-06-09,2344,TP13,DURGA 13*16 BLUE,200,10.5
2017-06-09,2344,TP13,10*10 MORE,25,135.0
2017-06-09,2344,TP13,PP 20*26,10,130.0
2017-06-09,2344,TP13,9*9 TIGER,5,135.0
2017-06-09,2344,TP13,16*20 (50-W),15,26.0
2017-06-09,2345,MURALISHOP,1000ML CONTAINER,600,7.0
2017-06-10,2291,ARVIND-VIDYANAGAR,APPLE WATER,600,22.0
2017-06-10,2291,ARVIND-VIDYANAGAR,APPLE 300ML,300,28.5
2017-06-10,2291,ARVIND-VIDYANAGAR,SMART BOWL(3500),2,1610.0
2017-06-10,2291,ARVIND-VIDYANAGAR,CLASSIC 300ML,300,25.0
2017-06-10,2291,ARVIND-VIDYANAGAR,VISHNU CHOTA WINE,200,25.0
2017-06-10,2291,ARVIND-VIDYANAGAR,DONA-VAI-9100,1,1730.0
2017-06-10,2292,VNR,APPLE WATER,1500,22.0
2017-06-10,2292,VNR,APPLE 300ML,300,29.0
2017-06-10,2292,VNR,CLASSIC 300ML,300,25.0
2017-06-10,2292,VNR,SILVER PLATE(1300),1,1430.0
2017-06-10,2292,VNR,SMARTBOUL GLA(4000),1,1680.0
2017-06-10,2293,SS-GUDUR,APPLE 300ML,300,28.5
2017-06-10,2294,JAYAMPU SUDHAKAR,VISHNU 300ML,100,28.5
2017-06-10,2294,JAYAMPU SUDHAKAR,CYCLE-BLU-10*12,350,7.0
2017-06-10,2294,JAYAMPU SUDHAKAR,CYCLE-BLU-10*12,50,7.0
2017-06-10,2294,JAYAMPU SUDHAKAR,TIRUMALA-50(16*20),10,26.0
2017-06-10,2294,JAYAMPU SUDHAKAR,TIRUMALA-50(13*16),100,14.0
2017-06-10,2294,JAYAMPU SUDHAKAR,10*10 MORE,10,137.0
2017-06-10,2294,JAYAMPU SUDHAKAR,BLACK DOG-350ML,20,26.0
2017-06-10,2294,JAYAMPU SUDHAKAR,APPLE WATER,20,22.0
2017-06-10,2294,JAYAMPU SUDHAKAR,DHARAM-6PCS,1,180.0
2017-06-10,2294,JAYAMPU SUDHAKAR,5*6 MORE POLY,10,33.0
2017-06-10,2294,JAYAMPU SUDHAKAR,4*5 MEET,20,16.0
2017-06-10,2295,NMK,TIRUMALA-50(16*20),120,26.0
2017-06-10,2295,NMK,CYCLE-BLU-13*16,500,12.0
2017-06-10,2295,NMK,ROBO 10*12,800,4.8
2017-06-10,2295,NMK,NIFTY 10*12 PINK,360,6.0
2017-06-10,2295,NMK,NO-00,25,142.0
2017-06-10,2295,NMK,10*10 SIVA SHEET,25,140.0
2017-06-10,2295,NMK,4*5 MEET,50,15.0
2017-06-10,2295,NMK,VISHNU 300ML,100,28.5
2017-06-10,2295,NMK,TIFFIN PLATENO-10,50,18.0
2017-06-10,2295,NMK,NO-0,10,142.0
2017-06-10,2295,NMK,NO-1,10,142.0
2017-06-10,2295,NMK,NO-2,5,142.0
2017-06-10,2296,TIRUMALA PROVISIONS,DONA-VAI-9100,1,1730.0
2017-06-10,2296,TIRUMALA PROVISIONS,14 GREEN,1000,1.6
2017-06-10,2297,BRHAMADEVI SUDHEER,VISHNU 250ML,100,30.0
2017-06-10,2297,BRHAMADEVI SUDHEER,PAPER JUICE 250ML,20,70.0
2017-06-10,2297,BRHAMADEVI SUDHEER,HIGH COUNT 16*20,25,140.0
2017-06-10,2297,BRHAMADEVI SUDHEER,SWATHI-N(16*20),50,136.0
2017-06-10,2297,BRHAMADEVI SUDHEER,SWATHI-N(13*16),25,136.0
2017-06-10,2297,BRHAMADEVI SUDHEER,DHARAM 1/2KG SPECIA,10,75.0
2017-06-10,2297,BRHAMADEVI SUDHEER,14 GREEN,1000,1.6
2017-06-10,2298,PENCHALAYYA-K,CYCLE 13*16 BK KG,25,78.0
2017-06-10,2298,PENCHALAYYA-K,TIRUMALA-BK-13*16KG,10,110.0
2017-06-10,2298,PENCHALAYYA-K,CYCLE-BK-10*12,20,6.0
2017-06-10,2299,WHITE HORSE,NAPKEEN 2ND,250,9.5
2017-06-10,2299,WHITE HORSE,SPOON BIG CL,30,25.0
2017-06-10,2299,WHITE HORSE,250 ML PLASTIC BOUL,100,3.0
2017-06-10,2299,WHITE HORSE,500ML PLASTIC BOULS,100,3.7
2017-06-10,2300,BSR,GOLD LEAF SITTING,4,680.0
2017-06-10,2300,BSR,14 GREEN,2000,1.6
2017-06-10,2301,INAMADUGU-VENKAYYA,APPLE WATER,100,21.5
2017-06-10,2303,CHATLA NARAYANA-PDK,APPLE WINE,30,23.5
2017-06-10,2304,NAGESWARAO,CLASSIC ENJOY(750),1,1350.0
2017-06-10,2304,NAGESWARAO,CLASSIC 250ML,100,25.0
2017-06-10,2305,SESHIA-UGIRI,APPLE 300ML,200,28.5
2017-06-10,2305,SESHIA-UGIRI,BLACK DOG-350ML,100,26.0
2017-06-10,2306,VENKATESWARLU-MUTHU,PAPER TEA-65ML(100),150,28.0
2017-06-10,2306,VENKATESWARLU-MUTHU,LOOSE KIRANA,1,145.0
2017-06-10,2310,TVR,10*10 SIVA SHEET,25,140.0
2017-06-10,2318,JANANI PLASTICS-VGI,VISHNU 250ML,100,31.0
2017-06-10,2318,JANANI PLASTICS-VGI,APPLE WATER,100,22.0
2017-06-10,2318,JANANI PLASTICS-VGI,5*6 ESWAR 250GRAMS,10,150.0
2017-06-10,2318,JANANI PLASTICS-VGI,GOLD LEAF SITTING,4,660.0
2017-06-10,2318,JANANI PLASTICS-VGI,17*23 KESHAV M.W,10,108.0
2017-06-10,2318,JANANI PLASTICS-VGI,PP 12*16 +,5,138.0
2017-06-10,2320,AK-KAVALI,24 * 30 BLUE,10,78.0
2017-06-10,2320,AK-KAVALI,ROBO 10*12,800,4.7
2017-06-10,2320,AK-KAVALI,ROBO 13*16 BLUE,200,10.0
2017-06-10,2320,AK-KAVALI,"TAPE ROLL 2""100METR",3,200.0
2017-06-10,2321,CH.MALLIKARJUNA,DONA-VAI-9100,2,1730.0
2017-06-10,2323,KPR,CYCLE 13*16 BK KG,25,77.0
2017-06-10,2323,KPR,DURGA 10*12 BK,400,5.4
2017-06-10,2324,KPR,4*5 MEET,556,14.5
2017-06-10,2324,KPR,4*5 MEET,20,14.5
2017-06-10,2325,PGS,100LEAF,5,450.0
2017-06-10,2325,PGS,"PINK PLATES-7""",50,8.0
2017-06-10,2326,SEKHAR MARKET,14 GREEN,24000,1.6
2017-06-10,2327,TEACHER,ROBO 10*12,1600,4.6
2017-06-10,2327,TEACHER,CYCLE-BLU-10*12,1600,5.6
2017-06-10,2327,TEACHER,HIGH COUNT 16*20,25,140.0
2017-06-10,2328,MD.ISHAQ,13*16 WHITE RK,500,15.5
2017-06-10,2328,MD.ISHAQ,TIRUMALA-50(16*20),120,26.0
2017-06-10,2329,DSP-SEKHAR,10*12 KRISHNA,1200,8.0
2017-06-10,2329,DSP-SEKHAR,5*6 ANKIT(20MIC),210,21.0
2017-06-10,2329,DSP-SEKHAR,10*10 RADHA KRISHNA,50,98.0
2017-06-10,2329,DSP-SEKHAR,CYCLE 10*12 BK KG,75,78.0
2017-06-10,2329,DSP-SEKHAR,CYCLE 13*16 BK KG,25,78.0
2017-06-10,2329,DSP-SEKHAR,APPLE WATER,200,21.0
2017-06-10,2329,DSP-SEKHAR,FOM-SPIRAL(143*50),2,2360.0
2017-06-10,2330,A.SRINIVASULU-SPT,TIFFIN PLATENO-11,50,20.0
2017-06-10,2330,A.SRINIVASULU-SPT,CYCLE-BLU-13*16,250,12.0
2017-06-10,2330,A.SRINIVASULU-SPT,10*10 MORE,10,137.0
2017-06-10,2330,A.SRINIVASULU-SPT,TIRUMALA 16*20 M.W,10,105.0
2017-06-10,2331,KHAN AND KHAN PLAST,TIRUMALA LEAF(9),10,350.0
2017-06-10,2331,KHAN AND KHAN PLAST,100LEAF -SP,6,580.0
2017-06-10,2332,KNC,VISHNU CHOTA WINE,200,25.0
2017-06-10,2333,CBR,VISHNU CHOTA WINE,100,26.0
2017-06-10,2334,PRAKASH KOTA,VISHNU CHOTA WINE,600,25.0
2017-06-10,2334,PRAKASH KOTA,SMARTBOUL GLA(4000),2,1680.0
2017-06-10,2334,PRAKASH KOTA,DONA-VAI-9100,1,1730.0
2017-06-10,2335,MADHU CHEJARLA,GARUDA 10*12 BLUE,300,7.0
2017-06-10,2335,MADHU CHEJARLA,10*12 SARAS-BK,300,8.5
2017-06-10,2335,MADHU CHEJARLA,100LEAF -SP,1,590.0
2017-06-10,2336,KRB,PP 3*3,10,145.0
2017-06-10,2336,KRB,PP 7*8,10,138.0
2017-06-10,2337,K.SRIHARI,CYCLE-BK-13*16,750,12.5
2017-06-10,2337,K.SRIHARI,CYCLE-BK-13*16,30,12.5
2017-06-10,2338,SATYAM.J,TIRUMALA-50(16*20),240,26.0
2017-06-10,2338,SATYAM.J,24 * 30 BLUE,40,77.0
2017-06-10,2338,SATYAM.J,SMART BOWL(3500),1,1610.0
2017-06-10,2338,SATYAM.J,SMARTBOUL GLA(4000),1,1680.0
2017-06-10,2338,SATYAM.J,APPLE 300ML,200,28.5
2017-06-10,2338,SATYAM.J,LITE FOAM(1200),2,1680.0
2017-06-10,2346,TP13,CLASSIC 250ML,100,24.0
2017-06-10,2346,TP13,VISHNU CHOTA WINE,100,25.0
2017-06-10,2346,TP13,14*20 SPECIAL D-CUT,5,135.0
2017-06-10,2346,TP13,"TAPER ROLL 3""100MTR",12,200.0
2017-06-10,2346,TP13,PAPER TEA-100ML,85,29.0
2017-06-10,2346,TP13,17*23 KESHAV M.W,10,105.0
2017-06-10,2346,TP13,80 LEAF,2,330.0
2017-06-10,2346,TP13,TIRUMALA-50(13*16),200,13.7
2017-06-10,2346,TP13,DURGA 10*12 BLUE,400,5.5
2017-06-10,2346,TP13,BULLET 10*12,400,4.1
2017-06-10,2346,TP13,APPLE WATER,100,21.0
2017-06-10,2346,TP13,PAPER JUICE 210ML,20,38.0
2017-06-10,2346,TP13,CYCLE-BK-10*12,400,6.0
2017-06-10,2346,TP13,CYCLE-BLU-10*12,100,6.0
2017-06-10,2346,TP13,CYCLE 13*16 BK KG,29,78.0
2017-06-10,2346,TP13,10*12 BK KRISHNA,50,7.5
2017-06-10,2346,TP13,12*12 TIGER,61,135.0
2017-06-10,2347,TP13,VISHNU 300ML,100,28.0
2017-06-10,2348,PRAMEELA BAKERY-NPT,APPLE WATER,200,22.0
2017-06-10,2349,MURALISHOP,DONA-VAI-9100,2,1690.0
2017-06-10,2349,MURALISHOP,VISHNU ICE,200,17.0
2017-06-10,2350,BCM,TIRUMALA LEAF(9),10,360.0
2017-06-10,2351,SB.ENTERPRISES,4*5 TRISUL,300,14.0
2017-06-10,2352,TP13,30*50 LINER,20,150.0
2017-06-10,2353,SVP-BUCHHI,VISHNU 250ML,50,29.5
2017-06-10,2353,SVP-BUCHHI,APPLE WINE,40,23.0
2017-06-10,2353,SVP-BUCHHI,PEPSI 2.0,10,26.0
2017-06-10,2354,SVSGS,14 GREEN,1000,1.6
2017-06-10,2355,ANILFANCY,14 GREEN,1000,1.6
2017-06-10,2356,RVRR,FORK-MED,100,14.0
2017-06-10,2357,CH.REDDY,CLASSIC 300ML,100,25.0
2017-06-10,2358,SRINU,VISHNU ICE,100,17.0
2017-06-12,2359,VKP,5*6 JANATHA POLY,100,33.5
2017-06-12,2359,VKP,SILVER POUCH 6*8,50,40.0
2017-06-12,2359,VKP,SILVER POUCH 8*10,30,75.0
2017-06-12,2359,VKP,NAPKEEN 2ND,125,9.0
2017-06-12,2359,VKP,10*10 MORE,25,136.0
2017-06-12,2360,LAVANYA FANCY,VISHNU 300ML,100,28.5
2017-06-12,2360,LAVANYA FANCY,CYCLE 10*12 BK KG,25,79.0
2017-06-12,2360,LAVANYA FANCY,CYCLE 13*16 BK KG,25,79.0
2017-06-12,2360,LAVANYA FANCY,CYCLE-BLU-10*12,350,7.0
2017-06-12,2360,LAVANYA FANCY,CYCLE-BLU-10*12,50,7.0
2017-06-12,2360,LAVANYA FANCY,CYCLE-BLU-13*16,250,12.0
2017-06-12,2360,LAVANYA FANCY,TIRUMALA-50(16*20),120,26.0
2017-06-12,2361,SAIFANCY,PAPER TEA-65ML,200,16.0
2017-06-12,2362,SARNESWARA TRADERS,APPLE 300ML,500,28.0
2017-06-12,2362,SARNESWARA TRADERS,APPLE WATER,300,21.0
2017-06-12,2362,SARNESWARA TRADERS,VISHNU CHOTA WINE,300,25.0
2017-06-12,2362,SARNESWARA TRADERS,VISHNU ICE,100,16.5
2017-06-12,2362,SARNESWARA TRADERS,LITE FOAM(1200),6,1620.0
2017-06-12,2362,SARNESWARA TRADERS,CLASSIC ENJOY(750),2,1350.0
2017-06-12,2362,SARNESWARA TRADERS,DONA-VAI-9100,2,1730.0
2017-06-12,2362,SARNESWARA TRADERS,SMARTBOUL GLA(4000),3,1640.0
2017-06-12,2363,INAMADUGU-VENKAYYA,SPOON BIG CL,100,18.0
2017-06-12,2364,SRI VASAVI TRADERS-,5*7 POLY 1/2KG PACK,50,105.0
2017-06-12,2365,SOLANKI PLASTICS,LITE FOAM(1200),6,1620.0
2017-06-12,2365,SOLANKI PLASTICS,CLASSIC ENJOY(750),4,1350.0
2017-06-12,2366,SHAIK SIFULLA,VISHNU CHOTA WINE,100,26.0
2017-06-12,2366,SHAIK SIFULLA,TIRUMALA-50(16*20),120,26.0
2017-06-12,2366,SHAIK SIFULLA,CYCLE-BK-10*12,350,7.0
2017-06-12,2366,SHAIK SIFULLA,CYCLE-BK-10*12,50,7.0
2017-06-12,2366,SHAIK SIFULLA,20*26 COVER,10,58.0
2017-06-12,2366,SHAIK SIFULLA,24*30 COVER,10,80.0
2017-06-12,2366,SHAIK SIFULLA,PP 2.5*2.5,1,150.0
2017-06-12,2366,SHAIK SIFULLA,GARUDA 13*16 BLUE,20,13.0
2017-06-12,2367,MURALISHOP,DONA-VAI-9100,10,1690.0
2017-06-12,2367,MURALISHOP,500ML PLASTIC BOULS,2000,3.65
2017-06-12,2367,MURALISHOP,250 ML PLASTIC BOUL,2000,2.95
2017-06-12,2367,MURALISHOP,FOM-SPIRAL(143*50),3,2360.0
2017-06-12,2367,MURALISHOP,SMARTBOUL GLA(4000),1,1600.0
2017-06-12,2367,MURALISHOP,SMART BOWL(3500),2,1610.0
2017-06-12,2367,MURALISHOP,1000ML CONTAINER,1200,7.0
2017-06-12,2367,MURALISHOP,100LEAF -SP,12,580.0
2017-06-12,2367,MURALISHOP,LARGE FANCY IC,260,16.0
2017-06-12,2367,MURALISHOP,NO-0,25,136.0
2017-06-12,2368,BALAJI PLASTICS,LITE FOAM(1200),10,1620.0
2017-06-12,2368,BALAJI PLASTICS,DONA-VAI-9100,6,1730.0
2017-06-12,2368,BALAJI PLASTICS,CLASSIC ENJOY(750),4,1350.0
2017-06-12,2369,CH.ANKAYYA-SYDAPURA,TIRUMALA-50(16*20),120,26.0
2017-06-12,2369,CH.ANKAYYA-SYDAPURA,FORK-MED,20,14.0
2017-06-12,2369,CH.ANKAYYA-SYDAPURA,CYCLE-BLU-10*12,100,7.0
2017-06-12,2369,CH.ANKAYYA-SYDAPURA,NO-0,2,145.0
2017-06-12,2369,CH.ANKAYYA-SYDAPURA,APPLE 300ML,100,28.0
2017-06-12,2370,VISHNU-CUTOMER,10*12 SARAS-NAT,300,8.4
2017-06-12,2370,VISHNU-CUTOMER,5*6 FRESHGOLD,100,22.0
2017-06-12,2371,SVP-BUCHHI,SPOON-SMALL-NAT,200,8.5
2017-06-12,2371,SVP-BUCHHI,DONA-VAI-9100,2,1730.0
2017-06-12,2371,SVP-BUCHHI,LITE FOAM(1200),2,1620.0
2017-06-12,2372,BTR,CLASSIC 250ML,100,24.5
2017-06-12,2373,YUVARAJ PLASTICS-AN,14 GREEN,3000,1.6
2017-06-12,2374,RAFI TRADERS-UGIRI,16*20(100-W),80,26.5
2017-06-12,2374,RAFI TRADERS-UGIRI,13*16 WHITE RK,200,15.5
2017-06-12,2374,RAFI TRADERS-UGIRI,DURGA 10*12 BLUE,150,5.5
2017-06-12,2374,RAFI TRADERS-UGIRI,10*12 BK KRISHNA,100,8.0
2017-06-12,2374,RAFI TRADERS-UGIRI,13*16 BK(100)KRISHN,50,16.0
2017-06-12,2375,VISHNU-SPT,VISHNU 250ML,100,30.5
2017-06-12,2376,MADHALA MALLAYA,13*16 WHITE RK,500,15.5
2017-06-12,2376,MADHALA MALLAYA,16*20(100-W),150,26.0
2017-06-12,2376,MADHALA MALLAYA,TIRUMALA-50(16*20),120,26.0
2017-06-12,2376,MADHALA MALLAYA,13*16 WHITE RK,10,15.5
2017-06-12,2377,JANANI PLASTICS-VGI,80 LEAF,9,330.0
2017-06-12,2378,KPR,10*12 SARAS-NAT,1500,8.1
2017-06-12,2378,KPR,10*12 SARAS-NAT,100,8.1
2017-06-12,2378,KPR,TIFFIN PLATENO-11,50,19.0
2017-06-12,2379,SVSGS,14 GREEN,1000,1.6
2017-06-12,2380,SRINU,LITE FOAM(1200),2,1680.0
2017-06-12,2381,SB.ENTERPRISES,PP + 7*10,5,138.0
2017-06-12,2381,SB.ENTERPRISES,PP +(5*7),5,138.0
2017-06-12,2381,SB.ENTERPRISES,PP+(6*8),5,138.0
2017-06-12,2381,SB.ENTERPRISES,PP 7*9,5,138.0
2017-06-12,2381,SB.ENTERPRISES,PP 5*6,5,138.0
2017-06-12,2381,SB.ENTERPRISES,5*7 ESWAR,20,147.0
2017-06-12,2382,K.SRIHARI,NO-2,25,149.0
2017-06-12,2382,K.SRIHARI,NO-0,25,149.0
2017-06-12,2382,K.SRIHARI,SOFT NAPKEENS,200,18.75
2017-06-12,2383,R.D .STORES,13*16 BLACK RK,500,17.0
2017-06-12,2383,R.D .STORES,TIRUMALA-50(16*20),120,26.0
2017-06-12,2383,R.D .STORES,10*10 MORE,25,137.0
2017-06-12,2384,KPR,SUPER ROPE(SPECIAL),50,44.0
2017-06-12,2385,TP13,14 GREEN,1000,1.6
2017-06-12,2385,TP13,APPLE 300ML,100,28.0
2017-06-12,2386,KVKC,LOOSE KIRANA,3,145.0
2017-06-12,2386,KVKC,TIRUMALA LEAF(9),20,350.0
2017-06-12,2387,LAKSHMIPRASAD,TIRUMALA-50(16*20),120,26.0
2017-06-12,2387,LAKSHMIPRASAD,TIRUMALA-50(13*16),200,14.0
2017-06-12,2387,LAKSHMIPRASAD,TIRUMALA-50(17*23),100,35.0
2017-06-12,2387,LAKSHMIPRASAD,CYCLE-BLU-10*12,350,7.0
2017-06-12,2387,LAKSHMIPRASAD,CYCLE-BLU-10*12,50,7.0
2017-06-12,2388,LNGS,TIFFIN PLATENO-10,50,18.0
2017-06-12,2388,LNGS,TIFFIN PLATENO-11,50,20.0
2017-06-12,2388,LNGS,TIFFIN PLATES NO-8,50,12.0
2017-06-12,2389,K.SRIHARI,RUBBER,3,285.0
2017-06-12,2390,PGS,KESAW M.W 16*20,10,105.0
2017-06-12,2390,PGS,13*16 KESHAV M.W,10,105.0
2017-06-12,2390,PGS,17*23 KESHAV M.W,10,105.0
2017-06-12,2391,VENKATESH VGIRI,CYCLE-BK-10*12,350,7.0
2017-06-12,2391,VENKATESH VGIRI,CYCLE-BK-10*12,50,7.0
2017-06-12,2391,VENKATESH VGIRI,TIFFIN PLATENO-10,60,15.0
2017-06-12,2392,RM(R.R.FANCY) A.S.P,13*16 WHITE RK,200,16.0
2017-06-12,2392,RM(R.R.FANCY) A.S.P,10*12 SARAS-NAT,300,8.2
2017-06-12,2392,RM(R.R.FANCY) A.S.P,10*12 SARAS-BK,300,8.2
2017-06-12,2392,RM(R.R.FANCY) A.S.P,NO-1,10,142.0
2017-06-12,2392,RM(R.R.FANCY) A.S.P,PP +(6*7),10,138.0
2017-06-12,2392,RM(R.R.FANCY) A.S.P,13*16 BK KRISHNA,100,13.5
2017-06-12,2392,RM(R.R.FANCY) A.S.P,4*5 TRISUL,30,15.0
2017-06-12,2392,RM(R.R.FANCY) A.S.P,DHARAM BOX-METRO,10,38.0
2017-06-12,2393,GV,4*5 MEET,278,15.5
2017-06-12,2393,GV,5*6 POLY,230,20.0
2017-06-12,2393,GV,VISHNU 300ML,100,28.0
2017-06-12,2393,GV,10*12 BK KRISHNA,1400,7.5
2017-06-12,2393,GV,13*16 BK KRISHNA,650,13.75
2017-06-12,2394,KVS,13*16 WHITE RK,500,16.0
2017-06-12,2395,AVS-NPT,NO-000,25,150.0
2017-06-12,2395,AVS-NPT,NO-1,25,143.0
2017-06-12,2395,AVS-NPT,N0-5,25,143.0
2017-06-12,2395,AVS-NPT,NO-2,10,143.0
2017-06-12,2395,AVS-NPT,14 GREEN,2000,1.6
2017-06-12,2395,AVS-NPT,VISHNU ICE,100,18.0
2017-06-12,2395,AVS-NPT,TIFFIN PLATENO-10,50,18.0
2017-06-12,2428,LOCK,CYCLE-BLU-10*12,800,6.0
2017-06-12,2428,LOCK,CYCLE-BLU-13*16,100,12.0
2017-06-12,2428,LOCK,CYCLE-BK-13*16,100,12.0
2017-06-12,2428,LOCK,CYCLE-BK-10*12,100,6.0
2017-06-12,2428,LOCK,TIRUMALA-50(16*20),50,26.0
2017-06-12,2576,TP13,PEPSI 2.0,100,26.0
2017-06-12,2576,TP13,APPLE WATER,100,21.0
2017-06-12,2576,TP13,APPLE 300ML,100,28.0
2017-06-12,2576,TP13,CLASSIC 300ML,100,24.5
2017-06-12,2576,TP13,DURGA 10*12 BLUE,400,5.5
2017-06-12,2576,TP13,10*10 SIVA SHEET,25,138.0
2017-06-12,2576,TP13,TIFFIN PLATENO-10,50,17.0
2017-06-12,2576,TP13,VISHNU CHOTA WINE,100,25.0
2017-06-12,2576,TP13,PEPSI 2.0,100,26.0
2017-06-12,2576,TP13,4*5 MARIO,310,13.0
2017-06-12,2576,TP13,100LEAF -SP,6,580.0
2017-06-12,2576,TP13,TIRUMALA LEAF(9),10,345.0
2017-06-12,2576,TP13,HIGH COUNT 16*20 BL,25,148.0
2017-06-12,2576,TP13,10*10 RADHA KRISHNA,25,100.0
2017-06-12,2576,TP13,DURGA 10*12 BLUE,1600,5.5
2017-06-12,2576,TP13,DURGA 13*16 BLUE,400,10.5
2017-06-12,2576,TP13,LOOSE KIRANA,75,142.0
2017-06-12,2576,TP13,LOOSE KIRANA,50,148.0
2017-06-12,2576,TP13,10*10 TEJA,25,120.0
2017-06-12,2576,TP13,10*10 MORE,25,135.0
2017-06-12,2576,TP13,CYCLE 10*12 BK KG,25,78.0
2017-06-12,2576,TP13,PP,20,132.0
2017-06-12,2576,TP13,TAMBULAM 7*10,10,115.0
2017-06-12,2577,CHAKKA RANGAYYA,TIRUMALA-50(16*20),120,26.0
2017-06-12,2577,CHAKKA RANGAYYA,90ML RANGEELA,140,15.0
2017-06-13,2396,MS.RAMU-VGIRI,10*12 SARAS-BK,100,8.6
2017-06-13,2396,MS.RAMU-VGIRI,13*16 BLACK RK,100,17.0
2017-06-13,2396,MS.RAMU-VGIRI,TIRUMALA-50(16*20),40,26.0
2017-06-13,2396,MS.RAMU-VGIRI,10*10 SIVA SHEET,4,140.0
2017-06-13,2396,MS.RAMU-VGIRI,5*6 POLY,20,21.0
2017-06-13,2396,MS.RAMU-VGIRI,4*5 MEET,10,16.0
2017-06-13,2396,MS.RAMU-VGIRI,DHARAM-6PCS,2,180.0
2017-06-13,2396,MS.RAMU-VGIRI,SILVER POUCH 9*12,3,90.0
2017-06-13,2396,MS.RAMU-VGIRI,SILVER POUCH 8*10,3,75.0
2017-06-13,2396,MS.RAMU-VGIRI,GOLD LEAF SITTING,1,700.0
2017-06-13,2396,MS.RAMU-VGIRI,TIRUMALA LEAF(9),1,375.0
2017-06-13,2396,MS.RAMU-VGIRI,TIRUMALA KIRANA,7,150.0
2017-06-13,2396,MS.RAMU-VGIRI,14 GREEN,1000,1.62
2017-06-13,2396,MS.RAMU-VGIRI,STRAW 1.5KG BUNDLE,1,180.0
2017-06-13,2397,RAMAKRISHNA GENERAL,NO-00,25,142.0
2017-06-13,2397,RAMAKRISHNA GENERAL,NO-0,25,135.0
2017-06-13,2397,RAMAKRISHNA GENERAL,NO-1,5,135.0
2017-06-13,2397,RAMAKRISHNA GENERAL,CLASSIC 300ML,100,25.0
2017-06-13,2398,P.RAVI,PAPER TEA-65ML(100),300,27.5
2017-06-13,2398,P.RAVI,TIRUMALA-50(13*16),200,14.0
2017-06-13,2398,P.RAVI,CYCLE-BLU-10*12,350,7.0
